ICAO,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM
EGLL,2019-01-01,603,608,468,743,0,356,357
EGLL,2019-01-02,638,635,496,777,0,380,375
EGLL,2019-01-03,630,631,505,756,0,368,367
EGLL,2019-01-04,633,637,506,764,0,366,370
EGLL,2019-01-05,578,581,521,638,0,303,310
EGLL,2019-01-06,639,632,519,752,0,367,362
EGLL,2019-01-07,632,631,496,767,0,369,370
EGLL,2019-01-08,620,618,505,732,0,357,357
EGLL,2019-01-09,626,627,501,752,0,366,369
EGLL,2019-01-10,619,615,504,730,0,359,353
EGLL,2019-01-11,619,622,497,744,0,359,361
EGLL,2019-01-12,572,575,511,636,0,302,309
EGLL,2019-01-13,615,614,508,721,0,350,348
EGLL,2019-01-14,623,623,483,763,0,366,368
EGLL,2019-01-15,601,596,476,721,0,344,346
EGLL,2019-01-16,605,608,474,739,0,362,361
EGLL,2019-01-17,622,620,490,752,0,367,364
EGLL,2019-01-18,614,617,474,757,0,362,365
EGLL,2019-01-19,561,562,502,621,0,294,303
EGLL,2019-01-20,613,610,495,728,0,356,348
EGLL,2019-01-21,621,621,481,761,0,365,366
EGLL,2019-01-22,592,585,464,713,0,341,342
EGLL,2019-01-23,602,603,472,733,0,359,361
EGLL,2019-01-24,620,623,482,761,0,370,369
EGLL,2019-01-25,619,621,476,764,0,367,368
EGLL,2019-01-26,561,566,505,622,0,298,308
EGLL,2019-01-27,608,606,494,720,0,352,348
EGLL,2019-01-28,627,622,482,767,0,371,371
EGLL,2019-01-29,612,604,464,752,0,362,361
EGLL,2019-01-30,612,621,474,759,0,366,373
EGLL,2019-01-31,583,581,475,689,0,336,330
EGLL,2019-02-01,592,587,478,701,0,337,334
EGLL,2019-02-02,568,582,495,655,0,305,321
EGLL,2019-02-03,626,622,491,757,0,367,363
EGLL,2019-02-04,625,621,468,778,0,374,376
EGLL,2019-02-05,620,610,465,765,0,372,368
EGLL,2019-02-06,620,624,464,780,0,381,381
EGLL,2019-02-07,636,637,477,796,0,388,388
EGLL,2019-02-08,634,640,477,797,0,382,385
EGLL,2019-02-09,586,593,498,681,0,324,331
EGLL,2019-02-10,641,634,490,785,0,380,374
EGLL,2019-02-11,639,639,476,802,0,387,386
EGLL,2019-02-12,628,621,476,773,0,373,370
EGLL,2019-02-13,612,615,478,749,0,367,369
EGLL,2019-02-14,641,646,486,801,0,387,389
EGLL,2019-02-15,655,656,492,819,0,395,396
EGLL,2019-02-16,605,611,512,704,0,336,344
EGLL,2019-02-17,650,647,496,801,0,388,383
EGLL,2019-02-18,654,649,485,818,0,397,397
EGLL,2019-02-19,649,643,477,815,0,392,390
EGLL,2019-02-20,637,638,481,794,0,390,387
EGLL,2019-02-21,649,656,485,820,0,397,400
EGLL,2019-02-22,646,649,494,801,0,386,388
EGLL,2019-02-23,602,610,514,698,0,333,343
EGLL,2019-02-24,661,653,504,810,0,394,387
EGLL,2019-02-25,639,645,485,799,0,385,388
EGLL,2019-02-26,645,632,478,799,0,386,381
EGLL,2019-02-27,628,632,478,782,0,380,384
EGLL,2019-02-28,637,639,481,795,0,383,384
EGLL,2019-03-01,650,654,487,817,0,392,391
EGLL,2019-03-02,598,601,513,686,0,329,336
EGLL,2019-03-03,655,649,505,799,0,389,385
EGLL,2019-03-04,655,655,482,828,0,398,395
EGLL,2019-03-05,652,648,490,810,0,388,391
EGLL,2019-03-06,641,642,488,795,0,388,389
EGLL,2019-03-07,659,663,495,827,0,402,401
EGLL,2019-03-08,666,668,494,840,0,403,406
EGLL,2019-03-09,603,607,513,697,0,334,340
EGLL,2019-03-10,649,638,503,784,0,379,376
EGLL,2019-03-11,650,653,480,823,0,395,396
EGLL,2019-03-12,643,638,475,806,0,387,386
EGLL,2019-03-13,640,643,488,795,0,388,390
EGLL,2019-03-14,655,657,489,823,0,399,400
EGLL,2019-03-15,662,664,491,835,0,402,404
EGLL,2019-03-16,596,599,505,690,0,327,335
EGLL,2019-03-17,654,646,509,791,0,387,381
EGLL,2019-03-18,657,657,475,839,0,401,401
EGLL,2019-03-19,640,639,468,811,0,389,390
EGLL,2019-03-20,647,650,478,819,0,399,401
EGLL,2019-03-21,654,657,487,824,0,400,400
EGLL,2019-03-22,668,671,488,851,0,409,410
EGLL,2019-03-23,604,609,506,707,0,337,345
EGLL,2019-03-24,655,646,509,792,0,389,381
EGLL,2019-03-25,640,639,477,802,0,383,383
EGLL,2019-03-26,641,634,483,792,0,382,381
EGLL,2019-03-27,650,652,485,817,0,399,399
EGLL,2019-03-28,661,663,493,831,0,404,405
EGLL,2019-03-29,666,668,488,846,0,409,408
EGLL,2019-03-30,591,605,496,700,0,333,343
EGLL,2019-03-31,644,659,493,810,0,393,390
EGLL,2019-04-01,681,679,507,853,0,413,417
EGLL,2019-04-02,678,681,505,854,0,414,417
EGLL,2019-04-03,679,676,525,830,0,415,410
EGLL,2019-04-04,679,681,515,845,0,411,415
EGLL,2019-04-05,679,679,522,836,0,406,408
EGLL,2019-04-06,641,648,529,760,0,363,371
EGLL,2019-04-07,673,671,525,819,0,398,394
EGLL,2019-04-08,693,689,519,863,0,420,421
EGLL,2019-04-09,678,675,501,852,0,414,415
EGLL,2019-04-10,683,686,524,845,0,418,418
EGLL,2019-04-11,687,688,514,861,0,420,420
EGLL,2019-04-12,688,686,515,859,0,416,417
EGLL,2019-04-13,643,651,531,763,0,369,377
EGLL,2019-04-14,678,672,524,826,0,403,400
EGLL,2019-04-15,682,681,508,855,0,414,415
EGLL,2019-04-16,667,666,491,842,0,409,409
EGLL,2019-04-17,677,681,514,844,0,415,418
EGLL,2019-04-18,687,685,515,857,0,418,418
EGLL,2019-04-19,674,674,512,836,0,405,407
EGLL,2019-04-20,635,642,525,752,0,362,370
EGLL,2019-04-21,667,660,506,821,0,399,395
EGLL,2019-04-22,680,678,496,862,0,420,418
EGLL,2019-04-23,672,671,495,848,0,411,411
EGLL,2019-04-24,674,672,514,832,0,415,411
EGLL,2019-04-25,676,675,497,854,0,415,420
EGLL,2019-04-26,675,675,508,842,0,408,408
EGLL,2019-04-27,638,645,532,751,0,362,370
EGLL,2019-04-28,669,664,514,819,0,397,394
EGLL,2019-04-29,669,666,509,826,0,401,402
EGLL,2019-04-30,670,668,495,843,0,408,408
EGLL,2019-05-01,672,674,514,832,0,409,411
EGLL,2019-05-02,675,675,505,845,0,412,412
EGLL,2019-05-03,688,688,509,867,0,418,421
EGLL,2019-05-04,639,644,521,762,0,366,374
EGLL,2019-05-05,665,659,520,804,0,393,390
EGLL,2019-05-06,683,684,500,867,0,420,421
EGLL,2019-05-07,669,666,486,849,0,411,411
EGLL,2019-05-08,673,671,507,837,0,415,411
EGLL,2019-05-09,647,653,502,798,0,386,392
EGLL,2019-05-10,673,673,501,845,0,407,408
EGLL,2019-05-11,637,643,519,761,0,364,372
EGLL,2019-05-12,671,666,505,832,0,403,399
EGLL,2019-05-13,682,680,500,862,0,418,419
EGLL,2019-05-14,673,669,484,858,0,415,416
EGLL,2019-05-15,677,680,502,855,0,421,422
EGLL,2019-05-16,680,681,505,856,0,419,420
EGLL,2019-05-17,687,685,509,863,0,417,418
EGLL,2019-05-18,640,649,518,771,0,368,376
EGLL,2019-05-19,669,665,515,819,0,400,396
EGLL,2019-05-20,679,678,495,862,0,416,417
EGLL,2019-05-21,662,660,487,835,0,406,407
EGLL,2019-05-22,677,676,503,850,0,420,419
EGLL,2019-05-23,683,686,504,865,0,423,426
EGLL,2019-05-24,689,688,505,872,0,421,423
EGLL,2019-05-25,650,659,531,778,0,376,385
EGLL,2019-05-26,679,675,516,838,0,409,406
EGLL,2019-05-27,686,686,502,870,0,422,424
EGLL,2019-05-28,685,678,499,864,0,420,420
EGLL,2019-05-29,682,685,510,857,0,420,420
EGLL,2019-05-30,681,686,506,861,0,420,423
EGLL,2019-05-31,687,684,524,847,0,415,415
EGLL,2019-06-01,653,663,536,780,0,377,385
EGLL,2019-06-02,688,684,532,840,0,410,407
EGLL,2019-06-03,695,689,518,866,0,421,421
EGLL,2019-06-04,683,680,511,852,0,414,412
EGLL,2019-06-05,682,685,515,852,0,418,420
EGLL,2019-06-06,694,694,522,866,0,423,424
EGLL,2019-06-07,685,682,523,844,0,408,408
EGLL,2019-06-08,653,661,541,773,0,372,383
EGLL,2019-06-09,679,676,524,831,0,404,400
EGLL,2019-06-10,686,683,516,853,0,417,417
EGLL,2019-06-11,682,681,503,860,0,416,416
EGLL,2019-06-12,691,692,524,859,0,423,422
EGLL,2019-06-13,693,692,516,869,0,424,426
EGLL,2019-06-14,696,695,527,864,0,422,423
EGLL,2019-06-15,654,663,535,782,0,377,388
EGLL,2019-06-16,685,678,532,831,0,407,401
EGLL,2019-06-17,689,689,514,864,0,421,419
EGLL,2019-06-18,688,688,511,865,0,417,418
EGLL,2019-06-19,684,687,521,850,0,418,418
EGLL,2019-06-20,693,689,516,866,0,422,423
EGLL,2019-06-21,690,690,517,863,0,416,419
EGLL,2019-06-22,645,655,531,769,0,371,380
EGLL,2019-06-23,684,676,529,831,0,406,399
EGLL,2019-06-24,690,688,518,860,0,421,422
EGLL,2019-06-25,688,689,506,871,0,420,420
EGLL,2019-06-26,689,690,520,859,0,421,422
EGLL,2019-06-27,695,695,524,866,0,423,425
EGLL,2019-06-28,688,690,514,864,0,415,421
EGLL,2019-06-29,654,659,540,773,0,376,382
EGLL,2019-06-30,677,675,533,819,0,398,400
EGLL,2019-07-01,692,690,522,860,0,421,419
EGLL,2019-07-02,686,685,509,862,0,417,418
EGLL,2019-07-03,691,691,530,852,0,421,419
EGLL,2019-07-04,694,692,525,861,0,420,421
EGLL,2019-07-05,695,690,519,866,0,421,420
EGLL,2019-07-06,651,652,536,767,0,374,373
EGLL,2019-07-07,681,683,542,822,0,401,405
EGLL,2019-07-08,692,693,523,862,0,420,420
EGLL,2019-07-09,690,687,517,860,0,417,418
EGLL,2019-07-10,689,689,523,855,0,420,419
EGLL,2019-07-11,694,695,523,866,0,419,421
EGLL,2019-07-12,694,693,522,865,0,416,417
EGLL,2019-07-13,656,664,542,778,0,374,384
EGLL,2019-07-14,684,681,537,828,0,403,401
EGLL,2019-07-15,697,695,526,866,0,423,422
EGLL,2019-07-16,694,692,523,863,0,420,420
EGLL,2019-07-17,692,691,532,851,0,419,418
EGLL,2019-07-18,692,696,525,863,0,421,423
EGLL,2019-07-19,696,690,528,858,0,418,417
EGLL,2019-07-20,651,657,551,757,0,368,377
EGLL,2019-07-21,681,674,536,819,0,403,400
EGLL,2019-07-22,683,688,517,854,0,415,419
EGLL,2019-07-23,687,685,514,858,0,418,417
EGLL,2019-07-24,682,687,527,842,0,412,415
EGLL,2019-07-25,646,618,498,766,0,373,375
EGLL,2019-07-26,618,628,518,728,0,351,356
EGLL,2019-07-27,626,641,537,730,0,351,363
EGLL,2019-07-28,677,673,540,810,0,397,395
EGLL,2019-07-29,681,681,518,844,0,411,412
EGLL,2019-07-30,682,681,526,837,0,407,408
EGLL,2019-07-31,685,687,528,844,0,413,413
EGLL,2019-08-01,688,687,525,850,0,416,418
EGLL,2019-08-02,689,686,520,855,0,415,413
EGLL,2019-08-03,657,662,545,774,0,374,381
EGLL,2019-08-04,680,680,531,829,0,402,400
EGLL,2019-08-05,676,676,504,848,0,411,415
EGLL,2019-08-06,678,673,504,847,0,412,412
EGLL,2019-08-07,619,624,528,715,0,348,351
EGLL,2019-08-08,686,688,526,848,0,415,417
EGLL,2019-08-09,686,674,521,839,0,409,406
EGLL,2019-08-10,644,657,541,760,0,366,376
EGLL,2019-08-11,685,678,545,818,0,403,398
EGLL,2019-08-12,679,675,520,834,0,408,406
EGLL,2019-08-13,672,679,518,833,0,399,407
EGLL,2019-08-14,688,688,526,850,0,416,416
EGLL,2019-08-15,693,693,534,852,0,417,419
EGLL,2019-08-16,697,693,529,861,0,419,420
EGLL,2019-08-17,652,658,542,768,0,372,378
EGLL,2019-08-18,683,680,532,831,0,407,402
EGLL,2019-08-19,688,685,529,844,0,414,416
EGLL,2019-08-20,685,683,519,849,0,414,412
EGLL,2019-08-21,690,690,529,851,0,415,418
EGLL,2019-08-22,690,690,530,850,0,417,420
EGLL,2019-08-23,693,692,518,867,0,419,420
EGLL,2019-08-24,649,654,540,763,0,369,378
EGLL,2019-08-25,676,676,535,817,0,402,398
EGLL,2019-08-26,690,689,522,857,0,418,419
EGLL,2019-08-27,691,690,519,862,0,419,419
EGLL,2019-08-28,689,686,525,850,0,418,417
EGLL,2019-08-29,690,692,525,857,0,421,422
EGLL,2019-08-30,687,687,525,849,0,412,414
EGLL,2019-08-31,651,655,546,760,0,370,376
EGLL,2019-09-01,669,666,543,792,0,389,386
EGLL,2019-09-02,693,690,522,861,0,421,420
EGLL,2019-09-03,691,690,526,855,0,417,417
EGLL,2019-09-04,688,691,526,853,0,418,418
EGLL,2019-09-05,694,698,530,862,0,420,426
EGLL,2019-09-06,692,689,517,864,0,417,417
EGLL,2019-09-07,652,656,535,773,0,376,380
EGLL,2019-09-08,684,684,538,830,0,404,404
EGLL,2019-09-09,366,339,356,349,0,171,169
EGLL,2019-09-10,349,348,346,351,0,171,174
EGLL,2019-09-11,637,661,510,788,0,390,389
EGLL,2019-09-12,692,693,519,866,0,421,422
EGLL,2019-09-13,696,683,511,868,0,420,420
EGLL,2019-09-14,643,659,530,772,0,372,381
EGLL,2019-09-15,676,673,526,823,0,400,396
EGLL,2019-09-16,689,687,514,862,0,418,419
EGLL,2019-09-17,688,685,514,859,0,421,417
EGLL,2019-09-18,680,686,518,848,0,415,418
EGLL,2019-09-19,693,689,518,864,0,422,422
EGLL,2019-09-20,692,690,513,869,0,421,422
EGLL,2019-09-21,654,658,538,774,0,374,381
EGLL,2019-09-22,681,679,525,835,0,404,403
EGLL,2019-09-23,688,685,516,857,0,418,417
EGLL,2019-09-24,660,652,507,805,0,392,387
EGLL,2019-09-25,681,689,521,849,0,415,421
EGLL,2019-09-26,688,689,518,859,0,420,421
EGLL,2019-09-27,526,515,480,561,0,272,274
EGLL,2019-09-28,643,657,534,766,0,371,375
EGLL,2019-09-29,662,656,528,790,0,387,383
EGLL,2019-09-30,681,681,508,854,0,413,419
EGLL,2019-10-01,625,622,509,738,0,360,358
EGLL,2019-10-02,680,685,529,836,0,412,415
EGLL,2019-10-03,685,684,521,848,0,415,415
EGLL,2019-10-04,681,681,526,836,0,411,413
EGLL,2019-10-05,639,652,537,754,0,363,374
EGLL,2019-10-06,678,669,532,815,0,400,396
EGLL,2019-10-07,681,681,514,848,0,413,414
EGLL,2019-10-08,672,666,505,833,0,406,406
EGLL,2019-10-09,674,680,514,840,0,415,416
EGLL,2019-10-10,685,686,520,851,0,415,418
EGLL,2019-10-11,683,677,513,847,0,414,413
EGLL,2019-10-12,642,647,529,760,0,365,371
EGLL,2019-10-13,670,665,518,817,0,398,396
EGLL,2019-10-14,680,679,510,849,0,414,414
EGLL,2019-10-15,672,673,504,841,0,406,408
EGLL,2019-10-16,675,673,515,833,0,410,410
EGLL,2019-10-17,681,683,512,852,0,415,417
EGLL,2019-10-18,684,677,516,845,0,412,411
EGLL,2019-10-19,646,656,535,767,0,370,379
EGLL,2019-10-20,669,664,519,814,0,398,395
EGLL,2019-10-21,679,679,500,858,0,417,419
EGLL,2019-10-22,668,667,497,838,0,407,408
EGLL,2019-10-23,672,675,515,832,0,411,413
EGLL,2019-10-24,675,678,505,848,0,414,416
EGLL,2019-10-25,673,671,514,830,0,405,406
EGLL,2019-10-26,642,643,530,755,0,368,371
EGLL,2019-10-27,655,652,509,798,0,393,385
EGLL,2019-10-28,661,664,504,821,0,399,402
EGLL,2019-10-29,652,645,492,805,0,392,391
EGLL,2019-10-30,650,646,496,800,0,396,396
EGLL,2019-10-31,652,653,502,803,0,395,393
EGLL,2019-11-01,645,650,505,790,0,383,389
EGLL,2019-11-02,603,605,512,696,0,333,336
EGLL,2019-11-03,646,648,512,782,0,384,380
EGLL,2019-11-04,661,661,498,824,0,400,402
EGLL,2019-11-05,656,651,498,809,0,394,395
EGLL,2019-11-06,651,652,488,815,0,402,401
EGLL,2019-11-07,644,645,496,793,0,387,388
EGLL,2019-11-08,638,643,495,786,0,377,381
EGLL,2019-11-09,589,592,513,668,0,319,322
EGLL,2019-11-10,651,645,502,794,0,389,382
EGLL,2019-11-11,650,653,489,814,0,394,397
EGLL,2019-11-12,650,643,481,812,0,392,391
EGLL,2019-11-13,644,646,488,802,0,394,394
EGLL,2019-11-14,651,654,498,807,0,396,395
EGLL,2019-11-15,662,662,495,829,0,401,402
EGLL,2019-11-16,581,588,506,663,0,315,322
EGLL,2019-11-17,649,640,495,794,0,386,380
EGLL,2019-11-18,641,642,481,802,0,388,389
EGLL,2019-11-19,630,626,489,767,0,371,371
EGLL,2019-11-20,640,639,486,793,0,389,388
EGLL,2019-11-21,650,652,497,805,0,397,397
EGLL,2019-11-22,657,662,498,821,0,398,400
EGLL,2019-11-23,576,583,510,649,0,310,316
EGLL,2019-11-24,655,650,505,800,0,395,389
EGLL,2019-11-25,642,637,469,810,0,394,395
EGLL,2019-11-26,633,629,463,799,0,391,391
EGLL,2019-11-27,644,648,480,812,0,401,401
EGLL,2019-11-28,639,626,444,821,0,404,405
EGLL,2019-11-29,627,638,426,839,0,408,409
EGLL,2019-11-30,568,582,467,683,0,325,331
EGLL,2019-12-01,649,643,492,800,0,392,387
EGLL,2019-12-02,663,664,494,833,0,407,406
EGLL,2019-12-03,640,631,482,789,0,381,381
EGLL,2019-12-04,649,650,491,808,0,397,395
EGLL,2019-12-05,640,645,493,792,0,385,387
EGLL,2019-12-06,646,647,498,795,0,383,386
EGLL,2019-12-07,582,586,507,661,0,314,318
EGLL,2019-12-08,644,634,508,770,0,375,367
EGLL,2019-12-09,651,652,493,810,0,391,392
EGLL,2019-12-10,633,630,493,770,0,373,376
EGLL,2019-12-11,650,653,499,804,0,400,398
EGLL,2019-12-13,661,667,499,829,0,399,402
EGLL,2019-12-14,609,609,515,703,0,337,340
EGLL,2019-12-15,656,648,507,797,0,389,383
EGLL,2019-12-16,655,660,499,816,0,395,398
EGLL,2019-12-17,636,627,505,758,0,373,369
EGLL,2019-12-18,649,654,498,805,0,393,395
EGLL,2019-12-19,657,659,508,808,0,395,395
EGLL,2019-12-20,670,673,511,832,0,404,409
EGLL,2019-12-21,614,616,514,716,0,343,346
EGLL,2019-12-22,650,649,514,785,0,383,380
EGLL,2019-12-23,634,632,489,777,0,376,378
EGLL,2019-12-24,550,485,442,593,0,302,269
EGLL,2019-12-25,326,330,386,270,0,126,127
EGLL,2019-12-26,556,610,452,714,0,333,364
EGLL,2019-12-27,632,640,490,782,0,381,382
EGLL,2019-12-28,590,589,490,689,0,329,331
EGLL,2019-12-29,628,624,490,762,0,368,364
EGLL,2019-12-30,601,600,479,722,0,349,349
EGLL,2019-12-31,556,550,469,637,0,310,313
EGLL,2020-01-01,581,591,471,701,0,345,341
EGLL,2020-01-02,639,641,504,776,0,379,379
EGLL,2020-01-03,640,638,514,764,0,373,375
EGLL,2020-01-04,588,594,512,670,0,320,325
EGLL,2020-01-05,652,640,512,780,0,380,371
EGLL,2020-01-06,638,641,503,776,0,378,379
EGLL,2020-01-07,634,628,507,755,0,370,371
EGLL,2020-01-08,626,629,496,759,0,374,373
EGLL,2020-01-09,627,626,505,748,0,368,366
EGLL,2020-01-10,626,626,503,749,0,361,362
EGLL,2020-01-11,556,560,506,610,0,291,299
EGLL,2020-01-12,620,618,500,738,0,358,351
EGLL,2020-01-13,626,624,496,754,0,366,370
EGLL,2020-01-14,604,595,478,721,0,348,348
EGLL,2020-01-15,613,617,474,756,0,371,373
EGLL,2020-01-16,617,621,478,760,0,371,372
EGLL,2020-01-17,626,631,491,766,0,369,372
EGLL,2020-01-18,553,554,491,616,0,291,296
EGLL,2020-01-19,614,609,495,728,0,356,350
EGLL,2020-01-20,622,624,479,767,0,370,373
EGLL,2020-01-21,608,591,461,738,0,355,354
EGLL,2020-01-22,615,618,457,776,0,381,382
EGLL,2020-01-23,609,621,474,756,0,372,373
EGLL,2020-01-24,630,630,480,780,0,377,380
EGLL,2020-01-25,558,564,501,621,0,296,301
EGLL,2020-01-26,623,612,487,748,0,365,356
EGLL,2020-01-27,626,629,474,781,0,378,381
EGLL,2020-01-28,610,592,452,750,0,366,362
EGLL,2020-01-29,601,607,456,752,0,370,371
EGLL,2020-01-30,610,621,466,765,0,372,373
EGLL,2020-01-31,632,631,481,782,0,380,379
EGLL,2020-02-01,577,584,492,669,0,317,325
EGLL,2020-02-02,627,617,482,762,0,372,364
EGLL,2020-02-03,628,632,474,786,0,380,383
EGLL,2020-02-04,621,608,454,775,0,375,375
EGLL,2020-02-05,594,598,456,736,0,363,360
EGLL,2020-02-06,599,604,465,738,0,361,361
EGLL,2020-02-07,642,644,476,810,0,392,393
EGLL,2020-02-08,576,576,476,676,0,319,325
EGLL,2020-02-09,401,385,357,429,0,204,202
EGLL,2020-02-10,597,602,465,734,0,363,359
EGLL,2020-02-11,610,607,453,764,0,371,371
EGLL,2020-02-12,626,636,468,794,0,392,391
EGLL,2020-02-13,636,639,472,803,0,392,393
EGLL,2020-02-14,654,654,485,823,0,398,402
EGLL,2020-02-15,562,556,475,643,0,306,311
EGLL,2020-02-16,570,568,469,669,0,327,318
EGLL,2020-02-17,586,616,467,735,0,343,369
EGLL,2020-02-18,629,620,459,790,0,384,386
EGLL,2020-02-19,636,635,463,808,0,400,397
EGLL,2020-02-20,636,644,468,812,0,397,398
EGLL,2020-02-21,652,653,477,828,0,402,402
EGLL,2020-02-22,589,593,491,691,0,331,337
EGLL,2020-02-23,633,627,492,768,0,376,374
EGLL,2020-02-24,640,638,465,813,0,393,396
EGLL,2020-02-25,639,632,459,812,0,392,392
EGLL,2020-02-26,631,638,466,803,0,395,394
EGLL,2020-02-27,627,622,470,779,0,385,383
EGLL,2020-02-28,637,643,476,804,0,387,391
EGLL,2020-02-29,581,584,483,682,0,325,329
EGLL,2020-03-01,638,635,476,797,0,385,381
EGLL,2020-03-02,634,630,462,802,0,390,390
EGLL,2020-03-03,625,621,466,780,0,378,381
EGLL,2020-03-04,628,628,460,796,0,393,388
EGLL,2020-03-05,616,619,463,772,0,378,380
EGLL,2020-03-06,627,627,466,788,0,381,381
EGLL,2020-03-07,550,558,479,629,0,298,305
EGLL,2020-03-08,614,605,474,745,0,364,356
EGLL,2020-03-09,601,602,455,748,0,363,366
EGLL,2020-03-10,581,573,451,703,0,341,342
EGLL,2020-03-11,550,562,446,666,0,324,327
EGLL,2020-03-12,588,587,466,709,0,349,350
EGLL,2020-03-13,588,591,459,720,0,343,347
EGLL,2020-03-14,524,522,467,579,0,276,277
EGLL,2020-03-15,564,563,469,658,0,320,321
EGLL,2020-03-16,516,514,452,578,0,283,289
EGLL,2020-03-17,439,408,384,463,0,234,232
EGLL,2020-03-18,350,356,341,365,0,183,180
EGLL,2020-03-19,365,349,333,381,0,188,189
EGLL,2020-03-20,325,327,301,351,0,165,169
EGLL,2020-03-21,278,274,289,263,0,128,133
EGLL,2020-03-22,277,265,262,280,0,144,143
EGLL,2020-03-23,223,232,215,240,0,114,128
EGLL,2020-03-24,193,201,204,190,0,91,100
EGLL,2020-03-25,181,186,171,196,0,97,99
EGLL,2020-03-26,203,199,183,219,0,110,111
EGLL,2020-03-27,200,191,166,225,0,108,109
EGLL,2020-03-28,172,177,167,182,0,90,91
EGLL,2020-03-29,172,166,134,204,0,100,102
EGLL,2020-03-30,126,122,102,146,0,73,73
EGLL,2020-03-31,118,124,119,123,0,64,70
EGLL,2020-04-01,98,99,105,92,0,50,50
EGLL,2020-04-02,100,104,112,92,0,48,50
EGLL,2020-04-03,106,108,98,116,0,57,63
EGLL,2020-04-04,101,104,113,92,0,52,54
EGLL,2020-04-05,110,107,125,92,0,52,52
EGLL,2020-04-06,72,79,95,56,0,31,38
EGLL,2020-04-07,76,73,111,38,0,23,25
EGLL,2020-04-08,83,88,100,71,0,37,37
EGLL,2020-04-09,93,91,115,69,0,36,37
EGLL,2020-04-10,79,84,95,68,0,34,34
EGLL,2020-04-11,77,72,97,52,0,29,30
EGLL,2020-04-12,84,82,101,65,0,31,31
EGLL,2020-04-13,79,72,90,61,0,33,30
EGLL,2020-04-14,65,67,93,39,0,22,24
EGLL,2020-04-15,77,84,112,49,0,34,34
EGLL,2020-04-16,81,84,111,54,0,28,33
EGLL,2020-04-17,81,84,97,68,0,32,35
EGLL,2020-04-18,75,74,101,48,0,27,28
EGLL,2020-04-19,95,94,118,71,0,37,39
EGLL,2020-04-20,83,87,116,54,0,29,31
EGLL,2020-04-21,80,72,117,35,0,19,19
EGLL,2020-04-22,85,87,121,51,0,28,28
EGLL,2020-04-23,95,94,137,52,0,31,31
EGLL,2020-04-24,85,90,115,60,0,29,31
EGLL,2020-04-25,85,82,137,30,0,21,22
EGLL,2020-04-26,100,99,129,70,0,37,36
EGLL,2020-04-27,86,87,127,46,0,25,25
EGLL,2020-04-28,89,89,135,43,0,24,23
EGLL,2020-04-29,102,99,150,51,0,32,30
EGLL,2020-04-30,102,98,144,56,0,33,33
EGLL,2020-05-01,102,102,143,61,0,31,31
EGLL,2020-05-02,95,94,147,42,0,28,28
EGLL,2020-05-03,109,113,158,64,0,35,35
EGLL,2020-05-04,92,100,144,48,0,30,29
EGLL,2020-05-05,96,89,155,30,0,20,19
EGLL,2020-05-06,102,111,164,49,0,30,33
EGLL,2020-05-07,116,109,180,45,0,32,37
EGLL,2020-05-08,110,119,166,63,0,33,39
EGLL,2020-05-09,104,106,169,41,0,30,30
EGLL,2020-05-10,115,119,176,58,0,33,35
EGLL,2020-05-11,108,108,150,66,0,35,38
EGLL,2020-05-12,96,93,159,30,0,20,21
EGLL,2020-05-13,105,109,172,42,0,27,27
EGLL,2020-05-14,116,115,187,44,0,32,33
EGLL,2020-05-15,113,113,156,70,0,34,35
EGLL,2020-05-16,105,104,171,38,0,28,27
EGLL,2020-05-17,116,119,163,72,0,36,38
EGLL,2020-05-18,113,114,165,62,0,34,36
EGLL,2020-05-19,103,100,167,36,0,22,23
EGLL,2020-05-20,115,124,179,60,0,38,35
EGLL,2020-05-21,125,114,185,54,0,37,36
EGLL,2020-05-22,114,120,170,64,0,35,35
EGLL,2020-05-23,121,119,188,52,0,36,35
EGLL,2020-05-24,123,129,183,69,0,38,40
EGLL,2020-05-25,114,109,163,60,0,34,37
EGLL,2020-05-26,99,98,165,32,0,22,22
EGLL,2020-05-27,117,118,185,50,0,37,33
EGLL,2020-05-28,116,114,180,50,0,35,38
EGLL,2020-05-29,116,122,176,62,0,35,38
EGLL,2020-05-30,110,113,177,46,0,34,36
EGLL,2020-05-31,123,122,174,71,0,38,40
EGLL,2020-06-01,116,115,158,73,0,42,41
EGLL,2020-06-02,104,103,171,36,0,25,24
EGLL,2020-06-03,116,132,194,54,0,35,36
EGLL,2020-06-04,134,124,212,46,0,37,37
EGLL,2020-06-05,129,128,175,82,0,41,44
EGLL,2020-06-06,123,123,192,54,0,40,39
EGLL,2020-06-07,139,143,191,91,0,52,52
EGLL,2020-06-08,129,124,170,83,0,44,44
EGLL,2020-06-09,106,105,168,43,0,28,26
EGLL,2020-06-10,123,128,190,61,0,39,38
EGLL,2020-06-11,122,116,186,52,0,37,35
EGLL,2020-06-12,128,129,180,77,0,45,46
EGLL,2020-06-13,118,118,184,52,0,37,36
EGLL,2020-06-14,133,132,184,81,0,49,47
EGLL,2020-06-15,130,129,171,88,0,49,51
EGLL,2020-06-16,107,109,165,51,0,32,32
EGLL,2020-06-17,132,131,193,70,0,47,44
EGLL,2020-06-18,136,125,192,69,0,46,46
EGLL,2020-06-19,130,135,173,92,0,51,50
EGLL,2020-06-20,123,124,185,62,0,44,44
